name, sn, tn, wkn, L,   M, Rp,      Rd,   E,     Pext, R1, R2, C,
P,    1,  2,  0, 0.126, 126, 2.6485e-3, 2.6485e-3, 700.e3,0.,  2.4875e8, 1.8697e9, 1.7529e-10,
